run_num,run_info,total_seconds,imports,initial_data_load,cached_data_load,sidebar_filtering,watchlist_tab,diary_tab,stats_tab,year_tab,genre_tab,director_tab,actor_tab,collections_tab,filmid_lookup_tab
60,Add text input to Enter Actor,0.8078982830047607,0.0,,0.0,0.0175769329071044,0.0704388618469238,0.0722784996032714,0.0144617557525634,0.1189062595367431,0.0024857521057128,0.1160359382629394,0.3547542095184326,0.004502534866333,0.0328617095947265
61,Add text input to Enter Actor,0.7310538291931152,0.0,,0.0,0.0108988285064697,0.0619215965270996,0.0658025741577148,0.0145857334136962,0.0970139503479003,0.0019762516021728,0.1146166324615478,0.3221662044525146,0.0040013790130615,0.0360691547393798
62,Add text input to Enter Actor,0.7478818893432617,0.0,,0.0,0.0140192508697509,0.0550422668457031,0.0771875381469726,0.0137665271759033,0.0948526859283447,0.0030012130737304,0.1175885200500488,0.3293254375457763,0.0049972534179687,0.0350914001464843
63,Add text input to Enter Actor 20 actor fix,21.772751808166504,0.0,20.91309428215027,,0.0250763893127441,0.1683075428009033,0.067277193069458,0.0299327373504638,0.1126594543457031,0.0019986629486083,0.163532018661499,0.2408449649810791,0.0075149536132812,0.0385971069335937
64,Add text input to Enter Actor 20 actor fix,0.7298603057861328,0.0,,0.0009999275207519,0.0421967506408691,0.1489813327789306,0.0826597213745117,0.0131053924560546,0.0873637199401855,0.0020039081573486,0.1163575649261474,0.188866376876831,0.0035240650177001,0.0418221950531005
65,Add text input to Enter Actor 20 actor fix,0.6657931804656982,0.0,,0.0005402565002441,0.023414134979248,0.1091372966766357,0.067704439163208,0.0125269889831542,0.1005339622497558,0.0025298595428466,0.122992992401123,0.1844384670257568,0.0055198669433593,0.032933235168457
66,Add text input to Enter Actor 20 actor fix,0.672778844833374,0.0,,0.0,0.0241396427154541,0.0922968387603759,0.0832455158233642,0.0140454769134521,0.1094112396240234,0.0045075416564941,0.1199824810028076,0.1901583671569824,0.002903938293457,0.0290889739990234
67,Add text input to Enter Actor 20 actor fix,0.6049864292144775,0.0,,0.0,0.0245335102081298,0.0595958232879638,0.0640642642974853,0.0137696266174316,0.0937163829803466,0.002690315246582,0.1141924858093261,0.1805624961853027,0.004504919052124,0.0428903102874755
68,Add text input to Enter Actor 20 actor fix,0.6174201965332031,0.0,,0.0,0.022895336151123,0.0717992782592773,0.062626838684082,0.0125327110290527,0.0910227298736572,0.0030000209808349,0.1236004829406738,0.1921291351318359,0.00502610206604,0.0307786464691162
69,Add text input to Enter Actor 20 actor fix,0.619365930557251,0.0,,0.0,0.0258448123931884,0.0572919845581054,0.0626933574676513,0.0125956535339355,0.0950736999511718,0.0019812583923339,0.1235151290893554,0.1994948387145996,0.0055780410766601,0.0322985649108886
70,Add text input to Enter Actor 20 actor fix,0.5575816631317139,0.0,,0.0,0.0347559452056884,0.0588328838348388,0.0651197433471679,0.0130519866943359,0.0920155048370361,0.0030214786529541,0.1153645515441894,0.1325292587280273,0.0040023326873779,0.035851240158081
