FILM_ID,FILM_TITLE,FILM_RATING_SCALED,ALGO_SCORE
f_01Zui,Twilight,2.7101769911504423,2.8952985866316525
f_020n8,In Bruges,4.438118811881188,3.965255725580189
f_01SMa,Saw V,3.657766990291262,2.9533850623206206
f_01W9m,Death Race,3.181174089068826,3.288950894996146
f_027ww,Ratatouille,3.787234042553192,4.786628186268123
f_0210a,Juno,3.0576923076923075,3.1634116912624397
f_01PcS,Sweeney Todd: The Demon Barber of Fleet Street,4.745049504950496,3.915202482702944
f_0275q,Eastern Promises,3.8218085106382977,4.278156549514728
f_028Xy,Sunshine,4.462871287128713,3.3904499578838294
f_027u6,Halloween,4.242021276595745,3.7862820797037022
f_029Sa,Saw IV,3.789893617021277,3.578334527393231
f_020Oy,Resident Evil: Extinction,3.638349514563106,3.310975357839157
f_02ans,Aliens vs Predator: Requiem,2.603982300884956,2.171899131125276
f_0293w,The Prestige,4.680693069306931,4.698583559140098
f_02bfk,Pirates of the Caribbean: Dead Man's Chest,3.748381877022654,3.9433308195796073
f_029cI,Mission: Impossible III,2.881578947368421,3.0735655551264904
f_01a5Q,X-Men: The Last Stand,3.2479757085020244,2.589023526314339
f_01Z40,Final Destination 3,3.3228155339805827,3.0784864147745736
f_02aRC,Saw III,4.3638613861386135,3.630164474419996
f_01XNC,The Hills Have Eyes,3.644822006472492,3.724315039262887
f_0293m,Dreamgirls,3.487864077669903,3.095308588160129
f_02aIg,Batman Begins,3.61084142394822,4.206788580209393
f_027US,Star Wars: Episode III – Revenge of the Sith,5.0,5.039944801157235
f_029Qo,Harry Potter and the Goblet of Fire,3.649676375404531,3.354662008017476
f_02bde,War of the Worlds,3.709546925566343,3.848316071393029
f_02aRs,Saw II,3.925531914893617,3.992320245358077
f_028Gs,Kingdom of Heaven,4.28960396039604,4.20514019388361
f_029Qy,Harry Potter and the Prisoner of Azkaban,3.6966019417475726,4.475041955914097
f_029J8,Shaun of the Dead,4.304455445544554,4.772763717147104
f_02aqw,The Life Aquatic with Steve Zissou,3.542880258899676,3.5420609213997056
f_02aWW,Saw,4.596534653465347,4.338921661335327
f_028HK,Hellboy,4.448019801980198,3.3771566911813986
f_006YA,Primer,4.626237623762377,3.46978897516571
f_027M0,The Butterfly Effect,3.703074433656958,3.191781197610346
f_026EE,The Bourne Supremacy,3.986702127659575,3.342396052747884
f_02atU,AVP: Alien vs. Predator,3.5542071197411005,2.9577174716789294
f_028yS,Resident Evil: Apocalypse,3.295307443365696,3.101815459740969
f_02anM,Cube Zero,2.918016194331984,2.623688613923649
f_0072i,Finding Nemo,3.8191489361702127,4.613844655234805
f_0070G,Pirates of the Caribbean: The Curse of the Black Pearl,4.8979591836734695,4.386399894640875
f_01a7i,X2,4.207446808510638,3.888122688780234
f_021FC,Freddy vs. Jason,3.552588996763754,4.3961237539730735
f_02aHs,Underworld,3.8297872340425534,3.176507583730318
f_01YSS,Final Destination 2,3.3033980582524274,2.964690230732746
f_01YQs,The Texas Chainsaw Massacre,4.191489361702128,3.2024425269932557
f_01Vtq,The Haunted Mansion,2.6570796460176997,2.5554037979811626
f_023y4,Gothika,3.17914979757085,3.0216662919154067
f_029QI,Harry Potter and the Chamber of Secrets,3.651294498381877,3.8003936372914566
f_027V2,Star Wars: Episode II – Attack of the Clones,4.665841584158416,4.046089807278161
f_02a8i,Spider-Man,4.571782178217822,4.6168437835672
f_01TAY,Lilo & Stitch,4.30940594059406,3.345119880142639
f_026EO,The Bourne Identity,3.98936170212766,3.718919826495214
f_028z2,Resident Evil,3.716019417475728,3.813424829185432
f_02bew,8 Mile,3.0374493927125505,3.2442848533506603
f_02aB0,Insomnia,3.732200647249191,3.979087664590982
f_026t2,Signs,4.172872340425532,3.7525892807038015
f_02bcq,Hero,4.245049504950496,3.758446367337998
f_0285G,Phone Booth,3.081983805668016,3.5432635396237897
f_01Z24,Ali G Indahouse,2.435840707964602,2.584128781800839
f_02anW,Cube 2: Hypercube,1.899122807017544,2.3804745004533547
f_029QS,Harry Potter and the Philosopher's Stone,3.648058252427184,3.610195691260298
f_02a46,"Monsters, Inc.",4.358910891089109,4.33883057493734
f_029zi,Shrek,3.5105177993527508,3.6079480959239394
f_01ZNa,Legally Blonde,2.0657894736842106,3.1017424231299184
f_028Li,The Devil's Backbone,4.22872340425532,4.316272446248217
f_01TM6,Jason X,4.170212765957447,3.2349210572277247
f_02b9m,Gladiator,4.457920792079208,4.690169978563489
f_01Tey,The Emperor's New Groove,4.007978723404255,3.390825220724534
f_01a7s,X-Men,3.743527508090615,3.738415843646584
f_01ZHQ,How the Grinch Stole Christmas,4.148936170212766,3.219864710139588
f_01YrC,Final Destination,2.72787610619469,3.1428756750097464
f_029cS,Mission: Impossible II,2.40929203539823,1.6457518058972227
f_027Vc,Star Wars: Episode I – The Phantom Menace,4.816326530612245,4.413314758203002
f_029qq,Toy Story 2,4.780612244897959,3.849651001657529
f_029Js,The Sixth Sense,4.223404255319149,4.0129615637982265
f_026ua,The Blair Witch Project,3.4457928802588995,3.0310979960127296
f_01WZW,Stuart Little,2.4269911504424777,2.6350169347117958
f_018YO,Tarzan,3.029352226720648,3.5068830804111397
f_02a7a,The Mummy,4.053191489361702,3.79107128048137
f_01Yyy,A Bug's Life,3.2532362459546924,3.701719904502464
f_01ZYM,Deep Impact,3.394012944983819,3.5006076056359143
f_01SJU,Bride of Chucky,4.25,3.1106945347696358
f_01XsY,Vampires,3.6529126213592233,3.6738364974914086
f_02a2k,Titanic,4.76530612244898,3.913139656994029
f_01SDW,Hercules,4.353960396039604,3.2225135004575174
f_020d8,Event Horizon,4.670792079207921,3.867361398710983
f_02aoU,Cube,3.66747572815534,3.817437417049971
f_020zI,Alien Resurrection,3.904255319148936,3.3223413038995555
f_023zm,Mimic,4.10904255319149,3.809071991781305
f_01YFk,Anastasia,3.563915857605178,3.337864875957972
f_029d2,Mission: Impossible,3.6949838187702255,2.885367018706614
f_02ama,Romeo + Juliet,4.037234042553192,2.878585001223904
f_01VhY,Matilda,3.251618122977346,3.3188562508011423
f_02as8,La Haine,4.862244897959184,4.371023583689314
f_01YYc,Ghost in the Shell,4.551980198019802,4.269160991910426
f_029rS,The Mask,3.9175531914893615,2.9672346807160848
f_029XO,Interview with the Vampire,3.8058510638297873,3.5894613251077483
f_01Yxq,The Crow,4.13563829787234,4.802120089162159
f_01V8i,The Little Rascals,2.8107287449392717,2.3461554198352563
f_01YzQ,The Nightmare Before Christmas,4.785714285714286,4.432718183935745
f_029Cw,Mrs. Doubtfire,3.508899676375405,3.455609889836013
f_02aBa,True Romance,4.576732673267327,3.1106592220585707
f_01TjS,Cronos,4.0638297872340425,3.883169039652064
f_026mq,Addams Family Values,4.641089108910891,3.4604194838294093
f_01WDc,Jason Goes to Hell: The Final Friday,3.440938511326861,2.7208219557898468
f_02awa,Batman Returns,3.848404255319149,3.9961383951685097
f_020zS,Alien³,4.180851063829787,3.1104147198647487
f_01YQi,Death Becomes Her,3.978723404255319,3.609496141819788
f_0267g,The Addams Family,3.920212765957447,3.608525616675516
f_029nQ,Hook,2.27212389380531,3.170299993207901
f_02aTS,Back to the Future Part III,3.539644012944984,3.5674919165019885
f_028gY,Misery,4.532178217821782,3.689425361128428
f_02aY4,Predator 2,4.162234042553192,3.274619296258055
f_02aLE,Ghost,2.830971659919028,3.13318856863879
f_01Swm,Dracula: Dead and Loving It,1.951754385964912,2.6633304457835814
f_02aYI,Back to the Future Part II,4.339108910891089,3.903450452496636
f_01WDm,Friday the 13th Part VIII: Jason Takes Manhattan,3.217611336032389,3.102014198779367
f_024QI,Beetlejuice,4.760204081632653,3.6122561212787727
f_020lm,They Live,4.581683168316832,4.123647588347271
f_01WDG,Friday the 13th Part VII: The New Blood,4.2313829787234045,3.505912560327057
f_01Zpi,Hellraiser,4.561881188118812,3.907486369440461
f_028DI,The Lost Boys,4.522277227722772,3.5172080283435743
f_02b84,Predator,4.507425742574258,4.32983987244325
f_01ZKq,Prince of Darkness,4.423267326732673,3.707676751080882
f_029PA,Aliens,4.974489795918367,4.621642974470335
f_01YIe,The Fly,4.903061224489796,4.700582468943471
f_021em,Big Trouble in Little China,3.6237864077669903,3.70504208847081
f_01POC,Labyrinth,3.3017799352750807,3.3897768694359285
f_01Vqm,Little Shop of Horrors,4.755102040816326,3.608340488378413
f_01WM4,Friday the 13th Part VI: Jason Lives,4.247340425531915,4.359642478959322
f_020dM,Day of the Dead,4.1063829787234045,4.2403937664129225
f_00g2w,Ghostbusters,3.3859223300970878,2.985291759862525
f_01XWO,Friday the 13th: The Final Chapter,3.779255319148936,4.220464952225086
f_027Vm,Return of the Jedi,4.989795918367347,4.543595790420953
f_02b7g,Scarface,4.018617021276596,3.890962167820813
f_01ZRQ,Christine,4.477722772277228,3.617612789971121
f_01XX8,Friday the 13th Part III,3.460355987055016,3.7891744701891934
f_029Go,The Evil Dead,3.7176375404530746,4.35353083032278
f_0294k,Escape from New York,3.9441489361702127,4.1240627501578
f_029yu,Airplane!,2.86336032388664,3.0373038233255247
f_029Cc,The Fog,4.5272277227722775,3.568299007957017
f_0217q,Zombie Flesh Eaters,3.922872340425532,3.222839725250247
f_01a3q,The Rocky Horror Picture Show,4.497524752475248,3.623957763289007
f_029gU,Dawn of the Dead,4.383663366336633,4.142514032177764
f_0296g,The French Connection,4.13031914893617,4.067447688067723
f_029p8,Planet of the Apes,4.236702127659575,4.224282655714845
f_028j4,Beneath the Planet of the Apes,3.2034412955465585,3.084319388014122
f_01MLK,The Sound of Music,4.156914893617022,3.0476022143052504
f_01WwA,Night of the Living Dead,4.2995049504950495,4.169318973254726
f_02aPc,Bride of Frankenstein,4.334158415841584,3.691341038603659
f_01PG4,The Wolf Man,3.0394736842105265,2.9562249882605567
f_01QDK,Kidulthood,2.338495575221239,2.986331569441514
f_01SpK,White Chicks,0.8035714285714286,2.765390399750528
f_0206m,Dumb and Dumber,3.126518218623482,3.153633990319328
f_01X3Y,The Aristocats,3.138663967611336,2.805145052053372
f_01XWu,The Lion King II: Simba's Pride,3.4037216828478964,2.6917344047603478
f_01HQU,Oliver!,2.519911504424779,2.874535986019044
f_01t1e,White Zombie,2.021929824561404,2.6609718657427326
f_01VQO,George of the Jungle,2.9544534412955468,1.9030110666943771
f_0dRpS,Prevenge,3.309870550161812,3.048056286568521
f_02a20,Sunset Boulevard,4.705445544554456,4.110248892156422
f_02b4m,Spirited Away,4.274752475247524,5.058114813924586
f_01ZHG,Wayne's World,2.964574898785425,2.987261355765501
f_01rIq,The Slumber Party Massacre,3.3567961165048543,2.7622632731015995
f_00EzY,Beyond the Black Rainbow,3.3519417475728157,3.300904906557476
f_0io92,Onward,3.75531914893617,3.052807385204292
f_01YT2,One Hour Photo,3.019230769230769,3.2004377764876093
f_01AfM,A Bucket of Blood,3.4101941747572817,3.177108399913481
f_01gVI,X: The Man with the X-Ray Eyes,3.853723404255319,3.665223108555888
f_09fLy,The Wailing,3.9680851063829783,4.46495314359247
f_07aRM,I Origins,3.33252427184466,3.4291536246149925
f_021QA,Reign of Fire,2.950404858299595,2.854750016898462
f_0fxu8,November,3.1062753036437245,3.237599608812409
f_01T44,This Is England,2.8876518218623484,3.6077632951471736
f_01QWs,Adulthood,0.8571428571428572,2.767991982773204
f_01ZVy,The League of Extraordinary Gentlemen,2.1973684210526314,3.1091735954850903
f_0bkQW,A Cure for Wellness,4.204787234042553,3.973136018756997
f_06xza,Coherence,3.371359223300971,3.640201454783488
f_0jk0C,Roald Dahl's The Witches,2.2898230088495577,2.3803258980656032
f_0apZi,The Boy,3.0313765182186234,2.79557911226341
f_01Efm,Avatar,4.4183168316831685,4.793932886242704
f_01QA2,Splinter,2.915991902834008,3.1245288459268155
f_01Zu8,The Tree of Life,4.050531914893617,3.815998756362792
f_0gmVE,Vivarium,2.030701754385965,3.1717910051717726
f_0iK78,Haunt,3.384304207119741,3.5364009777250187
f_02HlY,The Lucky One,1.0178571428571428,2.1928440616188505
f_02XMG,Excision,3.104251012145749,3.186762094188053
f_0fesW,Mayhem,3.466828478964401,3.232263194319801
f_0281k,Man on the Moon,2.3207964601769917,3.3477937129696147
f_01qUU,Brain Damage,2.798582995951417,3.328513609955454
f_01ZWw,Cannibal Ferox,2.2986725663716814,2.3402212347634834
f_0ce74,Ford v Ferrari,4.14095744680851,4.274648949539632
f_01c3M,Holiday in the Sun,0.7678571428571429,2.2606793780790646
f_02auI,12 Angry Men,4.700495049504951,4.308019226852051
f_0f5ow,Marjorie Prime,3.3309061488673137,3.55623862996489
f_0neiI,Antebellum,3.326051779935275,2.5626142605554025
f_01Dq4,Nightbreed,3.321197411003236,3.5689834422012936
f_0gHYu,Hagazussa,3.110323886639676,3.3662281404789893
f_01ow2,Chopping Mall,3.675566343042071,2.9931969317100178
f_0lCXQ,Palm Springs,4.631188118811881,3.3704236232430893
f_0i7Q4,Sound of Metal,3.882978723404255,3.859792331040272
f_0lnrU,Peninsula,1.969298245614035,2.911734069144579
f_0loRE,Promising Young Woman,3.633495145631068,3.5290026080388324
f_028sg,Liar Liar,2.824898785425101,2.805630068436286
f_01Q1w,The Monster Squad,3.0738866396761133,3.238843748782234
f_01FtY,The Beyond,3.888297872340425,3.3346147633965004
f_0fsJW,Possessor,4.6905940594059405,4.483368935678988
f_0jVM4,Run,3.0435222672064777,3.193271364543599
f_01uIe,The House of the Devil,2.75,3.8217533419995338
f_0kdAU,The Head Hunter,2.9524291497975708,3.15791687591941
f_09gv2,The Final Girls,3.489482200647249,2.9986336338916537
f_01XCO,The Princess Diaries,2.5376106194690267,2.9779106374945656
f_01UyY,The Princess Diaries 2: Royal Engagement,1.628787878787879,2.819399453591383
f_01qpW,Thumbelina,0.9107142857142858,2.2827138628106125
f_00EDm,The Help,3.426375404530744,3.6058214116082334
f_0mZ76,Blue Story,2.3429203539823007,2.537662152728345
f_0iYlS,Escape Room,2.992914979757085,3.028689837530829
f_0lnRy,Nomadland,4.2549504950495045,3.99840649772855
f_01PDa,Bottle Rocket,2.7601214574898787,2.995149861424874
f_01XVm,Demolition Man,3.5606796116504853,3.375092449269118
f_02asM,Basic Instinct,3.368122977346278,3.709815404900642
f_01SRE,Dog Soldiers,4.098404255319149,3.810945880511301
f_0gdK8,Sonic the Hedgehog,2.475663716814159,2.476238455493534
f_01TAO,Rushmore,2.782388663967611,4.029021212450165
f_0iijg,Prospect,4.029255319148936,3.161274464942988
f_01G4q,The Ninth Configuration,2.9949392712550607,3.351366462759916
f_01YPO,Thir13en Ghosts,2.7411504424778763,3.211647163461479
f_0czmE,The Funhouse Massacre,3.2936893203883493,2.6439353899403963
f_0lp7W,Random Acts of Violence,2.988866396761133,2.7236512181598567
f_02afy,Monster,3.752659574468085,3.1769342882045635
f_0jEwS,Relic,3.4635922330097086,3.3408045897549177
f_01YHU,The Royal Tenenbaums,4.031914893617022,3.8558379006136336
f_01o4s,Phenomena,3.090080971659919,3.827381128075974
f_020HW,Penelope,2.480088495575221,2.079750791177987
f_077a6,The Inbetweeners 2,2.780364372469636,2.422727111857093
f_028qk,Speed,3.9468085106382977,3.7730669308635023
f_05YPM,The Maze Runner,2.581858407079646,3.865303714400148
f_0k5mA,The Dead Center,3.6852750809061487,3.1153697912766414
f_01V88,The Little Mermaid II: Return to the Sea,0.9642857142857144,2.17754228213158
f_01Xgo,Honey,0.8928571428571429,2.212181314860077
f_0e0qK,Godzilla vs. Kong,4.294554455445544,3.385185171452372
f_02a70,The Ring,3.741909385113269,3.8617142386679033
f_01QHM,Return to Oz,2.25,2.9493035326502857
f_01Z2e,Monster House,2.984817813765182,2.576505786431662
f_01Tfm,Land of the Dead,3.3584142394822005,3.821496971712728
f_01YxA,Look Who's Talking,2.80668016194332,1.7331037816358847
f_01YTc,Look Who's Talking Too,1.431818181818182,1.4366717863511378
f_01SC0,Look Who's Talking Now!,0.9285714285714286,1.4011084780814622
f_02avQ,Raising Arizona,2.966599190283401,3.574182714244307
f_01xYa,Dead & Buried,3.1933198380566803,2.969307817041333
f_01ZbK,"To Wong Foo, Thanks for Everything! Julie Newmar",2.5287610619469025,3.1589885831397155
f_0l8QA,Saint Maud,3.3001618122977345,3.596158505065202
