FILM_ID,FILM_TITLE,FILM_RATING_SCALED,ALGO_SCORE
f_01ZLI,Jumanji,2.577433628318584,3.4985002740558118
f_01UTC,Fatal Attraction,3.845744680851064,3.1635400679301826
f_020E4,Punch-Drunk Love,3.067813765182186,3.741294133461965
f_01TBi,Altered States,4.101063829787234,3.966784083230675
f_0099A,The Skin I Live In,2.944331983805668,3.948159836004084
f_023zw,"Synecdoche, New York",4.066489361702128,3.8563550394282906
f_0lac8,Bait,4.319306930693069,3.5240795542328334
f_020Z2,There Will Be Blood,4.928571428571429,4.703392529361998
f_0iE9i,The Hunt,3.5024271844660197,3.166093692406521
f_0kOf0,Ready or Not,3.707928802588997,4.201936348223613
f_0fBkw,The Nun,4.047872340425532,2.4424288732297907
f_01yIM,Paranormal Activity,2.9078947368421053,2.7133867657119204
f_01Z5C,The Faculty,3.1831983805668016,3.642273198820333
f_0ilUk,Sea Fever,3.5477346278317152,3.238426923994611
f_0mHJw,Spiral,3.387540453074433,2.885705802707318
f_00GZE,Dredd,3.973404255319149,3.787541488061264
f_02588,I Know What You Did Last Summer,3.015182186234818,2.970411046806816
f_02cBG,The Master,4.86734693877551,4.196873184101612
f_01AMG,Polytechnique,3.557443365695793,3.927567781440868
f_05hla,Inherent Vice,4.403465346534653,3.507179442305972
f_0iWDU,Babyteeth,3.9574468085106393,2.8559085059061182
f_02cB2,Pacific Rim,4.75,4.315746510035884
f_026uk,Dark City,4.095744680851064,4.065432719469143
f_01ZKA,The Blob,2.4623893805309733,2.845701053604769
f_01YnK,Darkman,4.026595744680851,4.415876629903654
f_0e4uc,Phantom Thread,4.857142857142857,3.9927228646627855
f_0071k,The Fifth Element,4.0212765957446805,3.5348534353598065
f_01Jzw,Drag Me to Hell,3.992021276595745,3.897296683105819
f_01Suq,Village of the Damned,2.998987854251012,3.486718109885409
f_01GGE,House of Wax,2.996963562753036,3.2979874199400947
f_01Wpu,Drop Dead Fred,3.88563829787234,2.395266779565281
f_01Ygk,Clueless,2.7682186234817814,2.850952773745508
f_0258i,Things to Come,3.274271844660194,2.725185015721488
f_0ejwW,Hotel Artemis,3.5250809061488675,2.8843481432340754
f_01XDi,Urban Legend,3.0172064777327936,2.6899940238210327
f_026uE,House of 1000 Corpses,4.790816326530612,3.757009251738776
f_02cCk,Django Unchained,4.806122448979592,4.491016795269093
f_01JzG,Inglourious Basterds,4.8520408163265305,5.360116646983592
f_06BLY,The Last Showing,1.0,2.461025575085942
f_01Yqu,Martyrs,4.25990099009901,3.678069140099491
f_02a3C,Silent Hill,3.3762135922330097,4.048106977024286
f_01Tlu,Ran,4.646039603960396,4.322163931412309
f_01qnG,The Ghoul,1.5984848484848484,2.3316864752421678
f_0ePzI,Ad Astra,4.831632653061225,3.952528716369047
f_01VCM,Henry: Portrait of a Serial Killer,3.418284789644013,3.658560614989125
f_01W7A,Perfect Blue,4.26980198019802,4.249935174201893
f_01a1u,The Interceptor,0.8392857142857143,0.0444226606672222
f_0071a,Metropolis,4.72029702970297,3.928752069445212
f_025Te,Frankenstein,4.284653465346534,3.561978966605938
f_01VoK,The Invisible Man,3.379449838187702,3.5705549267038816
f_01Efw,Jennifer's Body,3.914893617021277,3.0548976543703743
f_0hTha,Parasite,4.877551020408164,5.405944661623025
f_0azpY,Spider-Man: Into the Spider-Verse,4.887755102040816,4.515718387699476
f_02b0k,The Dark Knight,4.71039603960396,4.129698586211608
f_029FA,GoodFellas,4.055851063829787,4.9300775106451225
f_027Vw,The Empire Strikes Back,4.994897959183674,5.160490711983739
f_07bQA,Whiplash,4.801020408163265,4.220432334325261
f_02bf0,2001: A Space Odyssey,4.959183673469388,4.565466588934987
f_02a6Q,Rear Window,4.388613861386139,3.9286365687852696
f_02aHW,The Silence of the Lambs,4.954081632653061,4.3145704878384095
f_02awY,Alien,4.969387755102041,5.273851127695506
f_0294O,The Thing,4.9438775510204085,4.961886839506214
f_0072s,Star Wars,4.98469387755102,5.426209759589499
f_0201Q,The Lion King,4.373762376237623,3.960603888755101
f_02aHM,Fargo,4.00531914893617,3.584402187116344
f_02b8e,Back to the Future,4.836734693877551,4.027132265336196
f_01Y2i,Children of Men,4.685643564356436,5.178982713976273
f_006YK,Eternal Sunshine of the Spotless Mind,4.923469387755102,3.8785987360515497
f_029qA,Toy Story,4.537128712871287,5.668132582258869
f_0bYJQ,Coco,4.770408163265306,3.8238014590818663
f_02bbs,Raiders of the Lost Ark,4.811224489795919,4.210369297365298
f_028MA,The Departed,4.715346534653466,4.026176190972275
f_01skk,Inception,4.428217821782178,5.122352344478113
f_02DjO,Mad Max: Fury Road,4.846938775510204,4.894891970271846
f_0eOCm,Get Out,4.841836734693878,5.107288826386929
f_02ahY,Good Will Hunting,4.467821782178218,4.019109120581469
f_02bcA,Blade Runner,4.964285714285714,4.732641725171108
f_02a5e,Jaws,4.0611702127659575,4.220175872166884
f_087wo,It Follows,3.0212550607287447,3.835004450689862
f_02wRu,Halloween,4.547029702970297,4.883452629536407
f_024fs,Friday the 13th,4.226063829787234,3.971317763833437
f_01lcS,The Texas Chain Saw Massacre,4.502475247524752,3.699055835202417
f_01XXC,Friday the 13th Part 2,4.069148936170213,3.698531319978282
f_01UXk,Creature from the Black Lagoon,4.349009900990099,3.740044322187855
f_024EC,Scream,4.24468085106383,4.375930178560745
f_03GPq,Evil Dead,4.933673469387755,3.612077298928148
f_02192,Cloverfield,3.3050161812297736,4.556036081591371
f_01CgM,Orphan,3.550970873786408,3.3997749251574083
f_0dUu2,The Autopsy of Jane Doe,3.768617021276596,3.2583595598249318
f_01XWE,Friday the 13th: A New Beginning,2.9058704453441297,3.624875663629904
f_0buKa,Gerald's Game,3.738673139158576,3.41238533642848
f_01SNW,Suspiria,4.482673267326732,3.461163756293563
f_01ZfW,Hellbound: Hellraiser II,3.656148867313916,3.071901361035788
f_01Ys6,Candyman,4.556930693069307,3.704275151651311
f_0gW5u,Possum,3.6270226537216823,3.38914539721224
f_0jWEA,Knives Out,4.826530612244898,4.586554353150202
f_0jhxe,Midsommar,4.795918367346939,4.529184222641973
f_04VZ8,Interstellar,3.7063106796116494,6.134133557771808
f_08MHs,Black Panther,4.111702127659575,4.192246035356506
f_03C1m,The Wolf of Wall Street,3.423139158576052,3.530042710679218
f_0aNGk,Arrival,4.88265306122449,4.931703418914887
f_0icFU,The Lighthouse,4.913265306122449,4.592873086929503
f_0gnV6,Us,4.938775510204081,4.483335039121124
f_04vru,Star Wars: The Force Awakens,4.606435643564357,4.664151430499958
f_00Sw0,Black Swan,4.725247524752476,4.775670563521432
f_05xme,Star Wars: The Last Jedi,4.872448979591836,4.097655419475518
f_02a1m,The Matrix,4.948979591836735,4.407902495221308
f_07Piy,Logan,4.517326732673268,5.18402865449414
f_05xlK,Star Wars: The Rise of Skywalker,3.628640776699029,4.198653603818437
f_01VEo,WALL·E,4.775510204081633,3.61899963518675
f_02bcK,Memento,4.74009900990099,4.3160670196371775
f_02aA2,Jurassic Park,4.979591836734694,4.599934103050636
f_0aPvy,Rogue One: A Star Wars Story,4.892857142857143,5.22887971829076
f_0cY7Y,Godzilla: King of the Monsters,4.611386138613861,3.040545786862556
f_08BAU,The Lego Movie 2: The Second Part,2.867408906882591,3.0701406868101087
f_09yzm,Annihilation,4.443069306930693,3.788306148912019
f_0bGWs,Solo: A Star Wars Story,4.127659574468085,3.4989194050384214
f_0f0uE,Halloween,4.492574257425742,3.7653524368344375
f_0fb0K,A Ghost Story,4.735148514851486,3.748439772953245
f_09ewM,Kong: Skull Island,3.952127659574468,3.527577479362854
f_0buJm,Kingsman: The Golden Circle,2.980769230769231,3.1549151118342804
f_0ar0c,Beauty and the Beast,2.258849557522124,2.7137750678521946
f_0f0so,Apostle,4.132978723404255,3.429859309113576
f_09sDs,Jigsaw,3.776595744680851,2.936022743361989
f_0bkFu,Nocturnal Animals,4.344059405940594,3.2780921524554767
f_09AnW,The Neon Demon,4.178191489361702,3.340459670331428
f_07eJi,X-Men: Apocalypse,3.140688259109312,3.205668014396389
f_07GJg,The Conjuring 2,4.212765957446808,3.9990306061851486
f_0ae5I,The Purge: Election Year,3.896276595744681,3.2530403845354057
f_05lqS,Resident Evil: The Final Chapter,3.0111336032388665,3.327090743355893
f_0eRzg,Terrifier,4.125,2.937956383496477
f_08NY0,31,3.5622977346278315,2.8780136898224047
f_09X0m,The Witch,4.650990099009901,3.954179290171503
f_07T0y,Room,3.1346153846153846,3.558347145163281
f_04n0g,Jurassic World,3.63673139158576,4.016261087756789
f_097TE,Anomalisa,4.487623762376238,3.157016298720121
f_09kiw,Bone Tomahawk,4.601485148514851,3.918213900306376
f_08qZY,Legend,3.631877022653722,2.9222878796677447
f_0b5So,Circle,2.9787449392712557,3.3865202453844145
f_07TTS,Magic Mike XXL,1.3409090909090908,2.7952141167176534
f_07dEc,John Wick,4.199468085106383,4.017672251466111
f_06dxe,Kingsman: The Secret Service,3.5072815533980584,4.008808929324266
f_07eQy,What We Do in the Shadows,4.908163265306122,4.028993651639099
f_04pDO,The Lego Movie,4.660891089108911,3.498369915962143
f_04aRw,X-Men: Days of Future Past,4.452970297029703,4.11751672507924
f_04pD0,Edge of Tomorrow,4.074468085106383,4.3888074321903545
f_03XyQ,Dawn of the Planet of the Apes,4.918367346938775,4.500760954319487
f_07l4c,Creep,3.20748987854251,3.47671938207888
f_071zk,The Purge: Anarchy,3.9654255319148937,3.808840197762482
f_07l84,Annabelle,2.6261061946902653,2.7204164115851235
f_07eoa,Tusk,3.2985436893203883,2.309569324730224
f_00GZY,Gravity,4.655940594059406,4.432705608278956
f_03GNa,Frozen,3.763297872340425,3.5634787525512395
f_04sr2,The Conjuring,4.586633663366337,3.8511263642121767
f_04Xg0,The Purge,3.771276595744681,3.4637194851558037
f_02TFm,Warm Bodies,3.639967637540453,2.680265520561428
f_00H3m,The Dark Knight Rises,3.6124595469255674,4.287467902811573
f_02TT4,Les Misérables,2.179824561403509,3.4108442178294216
f_00ham,Looper,4.512376237623762,4.439169851073993
f_02TnW,Sinister,4.23936170212766,4.177691891527163
f_02qmK,Resident Evil: Retribution,3.2115384615384617,3.4536567716556696
f_02Tog,House at the End of the Street,2.839068825910932,2.336749184834667
f_00FOA,X-Men: First Class,4.175531914893617,3.998197305324987
f_02pTS,We Need to Talk About Kevin,4.398514851485149,3.828072684124392
f_00cS4,Rise of the Planet of the Apes,4.695544554455446,4.258527082591493
f_00fdo,Source Code,4.082446808510638,3.713339873074996
f_02z4g,Kill List,4.215425531914893,3.4838186406049445
f_02v50,The Inbetweeners Movie,2.77834008097166,2.7015275614906287
f_01RYu,Harry Potter and the Deathly Hallows: Part 1,3.5202265372168284,3.071535826048531
f_01WRy,How to Train Your Dragon,3.411812297734628,4.09353827667371
f_017DK,Easy A,3.0516194331983804,3.132235647791773
f_00H4k,Insidious,2.670353982300885,3.674477982704106
f_0169a,Grown Ups,1.5227272727272727,2.549265146782513
f_01d9m,Predators,4.314356435643564,3.7422800122409514
f_00Znk,Saw 3D,3.602750809061489,2.900247579347905
f_01bVo,Resident Evil: Afterlife,3.549352750809061,3.553968626419695
f_01WyQ,Fantastic Mr. Fox,3.58495145631068,4.063538348794009
f_01WQq,The Princess and the Frog,4.368811881188119,4.080716149848233
f_01Jnq,17 Again,3.0597165991902835,2.400151674779435
f_01QAw,Friday the 13th,2.8937246963562755,2.72655378778458
f_01yda,Halloween II,3.366504854368932,3.079647472450087
f_01A2y,Saw VI,3.6658576051779934,3.683448879262165
f_01PXY,Fanboys,2.9139676113360324,3.014588310012544
f_028dA,Iron Man,4.1888297872340425,3.754310109816053
